name;toshidexNumber;rarity;evolves;evolutionStage;description;ethCardIndex;type1;type2;maxHP;attack;defense;spAttack;spDefense;speed;knownMoves
Stalagmite;76;3;0;3;The full-fledged form of Stal is Stalagmite. A cut edging exterior made from very tough spiky crystals. One scrape from its spikes and blood will shed. It has a violet body, slanted tiger-like eyes, pointed teeth, and white nose. Stalagmite is said to be an old rock, it is said to live a thousand years becoming very experienced and the most skillful of all crystal-like creatures. Like its exterior, Stalagmite is said to be hard-headed and hard-hearted. He is known for always sticking to instructions and his principles. He trained day and night for hours almost skipping sleep and meals to become the strongest and toughest. If Stal and Stalag can create dust storms and shattered rocks, Stalagmite can create a quake! He can split a form of body as long as it's on land and is made of soil, dust, and rocks. Stalagmite is a real-life nightmare as he can create disasters that is ought to be made naturally.;278;9;7;99;111;130;110;65;55;[{'moveBase': {'fileID': 11400000, 'guid': '3eab7df3108470d4e9cc7c792a663c86', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'ba0e0c2cc9f704d45aafc9cd0b0fc02f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'bec78305a5dc83146925b1d19b87a8cc', 'type': 2}}]
Firestalk;77;4;0;0;Firestalk is a quadrupedal Toshimon that appears to be a mix of a tiger and a deer, it has brown, long, and slender body. It has gold triangle-shaped cast on top of its head and on what appears to be leaking out of its cast is a hair-like flame. It also has a burning flame of tail.  Firestalk came from a group of a rare wild animal that is said to be a partner of great warriors. They are very hard to tame but once tamed, its loyalty is unmatched! Firestalk has a nature of a wild animal. It has sharp teeth that could penetrate anything it bites. It has an appearance of a soft fur but a hard core that could throw off its opponents. Its hair and tail signify that it can produce fire. Firestalk could produce fireballs and flame torch. Because of its ability to run fast, it could produce friction with the land that causes it to produce fire, caging its opponent inside a wildfire.;299;2;0;100;120;80;120;80;100;[{'moveBase': {'fileID': 11400000, 'guid': '0f5d64b17add3b14ab37e685a201e0b2', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '56a7163a423ddf04391cf28e61886271', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'a49068708bba6a9468898d9d49ae1afa', 'type': 2}}]
Peeber;78;3;0;0;"Peeber is bipedal, it has spiky red hair, and an armor like vest on its chest. Peeber has protective armor on both hands and limbs that protects it from any kind of attacks such as flame, kicks, and punches. It has a very pointy claws on both hands and feet, and a long tail. Peeber came from the Isle of Armor; a robot facility that gives birth to powerful robots. Peeber is known as the most powerful as it is the most successful robot toshimon ever made. Peeber has  strong legs that could outrun its opponents and it could juggle anything between it, especially his own produced hot flaming balls. Peeber could also produce fire with its hands and the shots it fires can leave an opponent scorched. Due to its strong core and great balance, Peeber can unleash powerful kicks from any position. In battle, it uses artful footwork to feint and throw its opponents off.";279;2;0;105;105;70;105;80;105;[{'moveBase': {'fileID': 11400000, 'guid': '385181dcbb14d0b43980034cd4b3fa0b', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '56a7163a423ddf04391cf28e61886271', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5d6fe4a9634012942a2f08f5c8dfd4da', 'type': 2}}]
Snowalk;79;1;1;1;Usually found in the arctic, Snowalk is a friendly and awkward Toshimon that loves helping others. It can be found together with other Snowalks roaming around to play and train their powers. This charming monster is digitally made to provide rest and preserve one's peace. For Toshimons who would like a retreat, a service from Snowalk is what it needs. Other monsters liked teasing this stiff fellow before, but they were not prepared when icy shards start coming their way. Due to its caring nature, Snowalk does not stay mad so when this happens he would pick up the naughty Toshimons and start helping them heal and so they become friends. What a cutie!;77;6;11;90;65;110;90;90;30;[{'moveBase': {'fileID': 11400000, 'guid': 'e1e9e091b411f0d4db83c225bed95e6f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'fbe639f1798bbe74c8299f6be6841285', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5dd9258e25f8d404aae39dc0c8722ed0', 'type': 2}}]
Snoslumber;80;2;0;2;A more mature and powerful version of Snowalk, Snoslumber does not need to stay in the arctic. It can roam around warmer areas and give rest and even reset worn-out Toshimons. If needed, it goes to arid regions and gives off freezing rain to neutralize the temperature and humidity.  For the Toshimons that tried its slumber power, Snoslumber is the best caretaker. It is not only helpful in calmer situations but also to worse ones. When a Toshimon is out of control, Snoslumber is called giving it a much-needed sleep. After all the work that it does, it goes back to the arctic once in a while to reset itself, see its fellow Snoslumber and educate the little Snowalks.;159;6;11;110;60;120;110;110;30;[{'moveBase': {'fileID': 11400000, 'guid': 'd391d61d9b7c39c439dd1634cfc73df5', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'd01a7e6752dd5044aa959b9d05e7c6de', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'b86f42d912a4d06438e9a78f4e702b9f', 'type': 2}}]
Cubbz;81;1;1;1;Cubbz is an adorable cub-like Toshimon! Its appearance does not change no matter how many years have passed, so do not be deceived because behind Cubbz' young appearance is a wise and cunning creature. Cubbz is small, it has a fluffy exterior and an orange body. It has cream colored chest and tail. It has protruded round ears that has fluffy fur insides. It has big curious eyes, and a black nose. Cubbz came from a rare long-life creature, its family is known to be the guardian of the mystical forest â€“ Vale. Cubbz was very curious of what life is outside the forest so he decided to leave home and travel. Outside home, he realizes that there is so much more in the world to explore than what meets the eye. Behind Cubbz' adorable appearance is its ability to produce fire, it is not as powerful as other fire Toshimons but it can use its power to the maximum because it is wise and has the ability to trick its opponent because of its physique.;78;2;0;45;50;85;110;60;60;[{'moveBase': {'fileID': 11400000, 'guid': '590fdd9c26efbf44cac3c72988b79588', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'f11546c22f597204f941db95afee7cb4', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'e028badd4e3f3bd4f8155ae2e0ccb104', 'type': 2}}]
Leo;82;1;1;2;Leo is a small canine Toshimon that also possesses traits of a tiger and lion. It has a large round black nose. Its eyes are circular in shape, with black pupils. It has short circle-shaped orange ears with cream-colored insides. Most of Leo's body is covered with bright orange fur with jagged black stripes on the forehead. Its chest and neck are covered in light cream-colored fluffy tufts of fur. It has a long puffy cream-colored tail. Leo can rarely be found in the wild but is said to live in the prairie. It is a Toshimon living in active volcanoes and is said to gain more powers and energy from it. It evolved from the fire stone and is said to be born with the purpose of guarding the fire stone and volcanoes.Leo has the abilities Roast and Torch. Roast activates when the user is hit with a fire-type move. Torch will lower an opponent's attack by one in battle. Leo's internal flame is the fuel for its speed.;79;2;0;50;60;95;120;70;70;[{'moveBase': {'fileID': 11400000, 'guid': '5d6fe4a9634012942a2f08f5c8dfd4da', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'e9240acb6cafcb54ea8fe24666f2d9b4', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '330ccac694549e64d8f8461fad1eb745', 'type': 2}}]
Leozar;83;3;0;3;Leozar is a quadrupedal, canine Toshimon with a peach pelt. It has stretched oblong-shaped ears with brown insides, black eyes and a round, brown nose. Its head, eyebrows, muzzle, and chest are covered in shaggy, cream fur. It has a billowing, beige tail that is bent in the middle. Each paw has four toes and a round, pink pad. Leozar, like Leo also lives in active volcanoes. Leozar is the adult form of Leo and like its physique it has greater power, skills, and energy. Leozar is one of the adult forms of active volcanoes' guardian and is said to be the king of the fire stone. Leo have the abilities of Firebomb, Blaze and Burnout. When fighting with other fire Toshimons, it can weaken its fire powers because of Burnout. With blaze, it can produce a large space of fire that could burn everything it walks on and firebomb creating nuclear-like fire that explodes everything it targets.;280;2;0;70;95;85;130;90;90;[{'moveBase': {'fileID': 11400000, 'guid': 'b8795a7724caff14686f09f2bd25fe87', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'a49068708bba6a9468898d9d49ae1afa', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '590fdd9c26efbf44cac3c72988b79588', 'type': 2}}]
Celisnake;84;1;1;1;Celisnake is a guardian of the sky which has a long thick body all in purple with a glowing star at the end of its tail. This Toshimon is a harmless creature to all, but not those who are innately evil as it can sense any threat or danger. It moves cautiously in a looping motion only in uneven places and can mimic the movements of any mammalian creature. Celisnake can adapt to any cold and wet environment as long as it's not a glass surface. Its powers involve wrapping its body around its opponent to take full control and then tap their heads with its star tail until they fall asleep. It's easy to find this Toshimon hiding and playing beneath the clouds.;80;1;0;75;85;75;75;75;75;[{'moveBase': {'fileID': 11400000, 'guid': '103b3b819d681014480472f6e0b8de61', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '3f5faac8b11a06043880aa93380e0069', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'f2c018b0347f62841bcefe80acded118', 'type': 2}}]
Celiconda;85;1;0;2;Celiconda is the queen guardian of the sky with a long and thick violet-colored body and a shimmering crescent moon at the end of its tail. It has a wide mouth with thick sharp intimidating fangs. The blood-red ferocious eyes of this Toshimon will surely deceive all the creatures in the sky. Just like Celisnake, it moves in a looping motion and can mimic the movements of any mammalian creature. Celiconda is a Toshimon to watch out for as it will strangle any opponent to death using its strong physique or knock its opponents out with the double tap. This Toshimon can adapt to any cold and wet environment as well as glass surfaces. Its powers involve wrapping its body around its opponent to take full control and then tap their heads with its star tail until they fall asleep. It's easy to find this Toshimon hiding and playing beneath the clouds.;81;1;0;60;110;70;60;60;100;[{'moveBase': {'fileID': 11400000, 'guid': '103b3b819d681014480472f6e0b8de61', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '3f5faac8b11a06043880aa93380e0069', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'e1b1cea650414b34a88107c1a27d508f', 'type': 2}}]
Voltape;86;4;0;0;Voltape is a very cute Toshimon with a typical monkey-like anatomy, possessing two upper limbs that act as its arms and hands and the bottom limbs serving as its legs and feet. The fur on its body is incredibly soft, adding to the elegant white and shiny glow it gives off. They carry around messenger bags filled with various trinkets, specifically shiny objects. This mischievous little monkey has always been found around cities that have open stalls with merchandise in plain sight. The first time Voltape was found was during a city bazaar that had been selling different jewelry, silverware and all things shiny. This Toshimon had been spotted leaping stall to stall, grabbing whatever trinket it could get while giggling and leaving traps for people that tried to chase after it. This Toshimon became known as the Robin Hood of the Toshimon world, except it only stole to satisfy its greedy nature. Voltape is not a head-on fighter and uses the things around it to impede and make it difficult for them to attack. It uses energy beams to keep opponents away. In the case that someone or something does catch them, Voltape will use the electricity from its fur to ground whatever makes contact with it physically, giving it the opportunity to run away.;300;13;4;90;70;80;145;145;95;[{'moveBase': {'fileID': 11400000, 'guid': '3c5d089033707d94f9ce1bdc60fd7b6a', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'ee4f8103710cce74aac9a60147eeed7d', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '171ea36d93f7b5c49a6c6671b2164a84', 'type': 2}}]
Sulkalot;87;4;0;0;Sulkalot is a bunny-like Toshimon that exudes a very gloomy aura. It has a primarily white and grayish pelt. Its hair and insides of ear is purplish. Its favorite wardrobe? A pink and violet scarf! Sulkalot has big, round brown eyes and a small protruding nose. Sulkalot grew in a circus, having a very lively environment is a faÃ§ade as life in a circus is very tragic. His life in the circus is full of hardships as he was forced to entertain and make the audience happy with his trick performances. Soon, he was able to escape the circus and he embraced sadness. Like its name, Sulkalot has the power to make anyone feel sad. It can terrorize, takeaway, and heartbreak.  Terrorize can control your mind into hallucination that you are sad making the opponent demotivated to fight unless the opponent is strong enough to fight the mind game. Takeaway and heartbreak translates emotional pain into physical pain.;301;13;12;90;70;80;145;145;95;[{'moveBase': {'fileID': 11400000, 'guid': '323747166c006c2468df808462b3a17f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '171ea36d93f7b5c49a6c6671b2164a84', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '955b37a816682bf43956f9b2b746a0fe', 'type': 2}}]
Thornel;88;1;1;1;"Thornel resembles a durian with its green spiky body . There is a purple spiky helmet at the top of its head, and extending around it are vine-like, long green appendages tipped with spiky metal disks. The thorns are yellow in color and its eyes have green rims, white sclera, and dark pupils. Its spikes is said to be harder than steel. A nature lover once experimented the DNA of some of his favorite plants and one day found a unique plant-like creature growing out of his garden. What he thought a plant is not just a plant anymore but his companion who takes care of other plants in his garden, he soon called it ""Thornelâ€ because of its physique. Thornel can communicate with plants and everything under the soil. Thornel lives under the soil and could feel when its owner is in danger thus wherever its owner is it can come at once. He can Wither, Poison, and Smog. Wither is to weaken an opponent for a short period of time, for wither to work his thorns must scrape an opponent's part of the body.";82;8;0;95;95;65;55;90;40;[{'moveBase': {'fileID': 11400000, 'guid': 'c1c6ebc8b003d904da34ff32673aa561', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '7819cc72d47909648bf8bdf4272d7147', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5f448fee37b513449ba64b9012e82bcc', 'type': 2}}]
Thornaire;89;2;0;2;Thornaire is the evolved version of Thornel, like the former it has a green body except that it has a yellow chest and hands. Its hands and feet are more evolved than Thornel making it look like a human-plant creature. It also has a spiky helmet on top of its head extending to the sides of its head and neck. It has a purple spiky sash like vine hanging on its waist. The thorns are also colored in yellow. Thornaire is an evolved version of a Thornel thus it also came from the same garden where the latter was born. Thornaire evolved because of the nutrients that it gained from soil and opponents. Thornaire can produce toxin and poison coming from various plants but because of its experience and wide knowledge of nature, it is able to produce thousand of poisons coming from multiple plants that it has known. It could also produce smoke or fog blocking the sight of its opponent.;160;8;0;105;105;75;65;100;50;[{'moveBase': {'fileID': 11400000, 'guid': '5f448fee37b513449ba64b9012e82bcc', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '90870fda3515680488d136609b626334', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '7819cc72d47909648bf8bdf4272d7147', 'type': 2}}]
Puppoose;90;1;1;1;Puppoose is a white Toshimon with a spherical body. It has four legs, on top of its head is a heart shaped tuft of fur, and small orange eyes. It has four stubby legs, purple snout, and sharp teeth while one of them is protruded and seen outside. Puppoose came from the moon, it is discovered by scientists when they landed and studied the moon. It is said to be so powerful when the moon is full. Its body is filled with air, it can deflate until it is flat, and it can float by drawing extra air into its body. It has a large lung capacity and can catch the opponent's attention because of its physique. Once it has the opponent's attention, Puppoose will inflate its lungs and begin to sing a soothing and mysterious lullaby. This melody can cause anyone who listens to become sleepy. If the opponent resists falling asleep, Puppoose will endanger its own life by continuing to sing until it runs out of air.;;13;0;42;88;110;75;40;65;[{'moveBase': {'fileID': 11400000, 'guid': '3c5d089033707d94f9ce1bdc60fd7b6a', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'b7d64259ed68cff4cb810765a32dcc20', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '3f272e3ddbcf9604e8bd41657f826bdc', 'type': 2}}]
Puppuff;91;3;0;2;This is one good boy! Puppuff comes from comfy meadows where he bounces and runs atop the pillowy fungi all day long. Puppuff is a kind-hearted Toshimon as apparent by his heart-shaped fur pattern and ears, truly a friend for life! During the colder months, Puppuffs usually reside in the blanketed caverns of the nearby plush mountains, searching for them there is sure to bring results. Puppuff is not a Toshimon you want to sleep on in the arena, watch out for their supersonic Yawn or their Warm Embrace which will lull their opponent into a deep sleep within mere seconds.;281;13;0;69;95;180;85;68;70;[{'moveBase': {'fileID': 11400000, 'guid': '394b9fe3170d546468f4ba0761a1b182', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '3c5d089033707d94f9ce1bdc60fd7b6a', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'b7d64259ed68cff4cb810765a32dcc20', 'type': 2}}]
Agar;92;1;1;1;Agar may look sweet and non-threatening at first, but it's best to be wary of this little Toshimon. Agar comes from deep in the haunted mountain forests where chemical gases form seemingly impossible flames beneath dark waterfalls. Those who venture into these woods soon come to understand how Agar has adapted to give his enemies such a fright! Secretly, Agar is just a shy and misunderstood Toshimon who longs for some company in those scary woods. Go looking for an Agar at night to best catch one, they are easily identifiable by their big yellow eyes that stare back at you from the dark. Better yet, listen for their chilling banshee scream that will certainly cause any enemy to stop dead in their tracks.;84;10;0;40;120;30;120;30;130;[{'moveBase': {'fileID': 11400000, 'guid': '7396d05f9e04b39418eb1949cee84a76', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '7ad7c12c0ee24e94584dbf408242a0ff', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '8e7c533deb1495245bc3940a86c693b6', 'type': 2}}]
Agario;93;2;1;2;Agario is a dragon-like Toshimon who loves to use his wings to fly around in between trees and waterfalls of the forest where he lives. Many say the forests Agario lives in are full of terrifying secrets and magic that no one should get too close to - and the same can be said about Agario. This Toshimon produces a dangerous poison from his scaly body that can make any opponent sick if they come in contact with it. Because of this dangerous feature, Agario is often misunderstood and lives a secluded life in the forests, which makes him harder to locate. Look for Agario deep within caves hidden behind secret waterfalls, this is where an Agario is apt to spend most of his down time. Agario loves to collect strange objects, bring him an oddity you think is appropriate and he will become a lifelong friend.;161;10;8;70;90;45;115;90;100;[{'moveBase': {'fileID': 11400000, 'guid': '7819cc72d47909648bf8bdf4272d7147', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '1830ef2d44c5c18498d46f080ed350ba', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '8e7c533deb1495245bc3940a86c693b6', 'type': 2}}]
Agatena;94;3;0;3;Agatena is a rare and elusive Toshimon that hides deep in the caverns of the mystical forest caves. Once the sun goes down you may be able to catch a glimpse of them flying through the night sky. Agatena's wings have a bioluminesce at night from the toxic venom that they carry through their body, and their Frighten attack leaves their enemies absolutely paralyzed. When looking for an Agatena, just know that your bravery will pay off! Agatena is a bold and powerful fighter, despite their reclusive lifestyles. Additionally, it is believed that Agatenas know secret and forbidden knowledge, exclusive only to those who can capture and befriend them.;282;10;8;90;65;60;130;130;110;[{'moveBase': {'fileID': 11400000, 'guid': 'd2de26272d7fd514ab7e02e4111d307b', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'ec427de5c08e47d4e901e822556d7ea2', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '8e7c533deb1495245bc3940a86c693b6', 'type': 2}}]
Nomling;95;1;0;1;Nomlings are cute little Toshimon that love cold weather! Look for these Toshimon in the valleys of the arctic burrowed deep in the snow. While their tiny bodies make them hard to spot at first, the best way to locate one is to look for their blue hats poking out of the snow like spring flowers. Nomlings are a joy to hang around, pick one up and watch them roll around - some even make a sound like jingling bells. These Toshimon may be cute, but their performance in the arena is nothing to giggle at, their chill breeze is enough to turn their opponent bluer than their adorable little hats!;85;6;0;100;90;50;90;80;80;[{'moveBase': {'fileID': 11400000, 'guid': '893f32a870d982d438bb520ddb8e6d5b', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5600eeb130408294a847db7f5377fa2e', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'ca13b3b0c6d1b8d4b90c32cae576b785', 'type': 2}}]
Iceling;96;2;1;2;This Toshimon is a nomad who loves to wander among the snowy peaks and trails of the highest and coldest mountains. The best time to catch an Iceling is during one of their meditation sessions overlooking the endless snowy landscape. Come prepared with a thermos of hot tea and sit with them while taking in the beauty of life. Don't be fooled by this Toshimon's gentle demeanor however, underneath those cozy layers are arms strong enough to crush their enemies into one of their bearhugs, which also have the side effect of making them come to terms with some hard truths about themselves. Listen for the clicking of the hand-carved walking stick against the stone peaks, but be careful as they can also use it to summon a storm of freezing rain that can leave their enemies frozen motionless for hours (talk about making time to reflect.);162;6;0;120;70;70;70;105;90;[{'moveBase': {'fileID': 11400000, 'guid': 'd391d61d9b7c39c439dd1634cfc73df5', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '87e7a9f69fcd440478dab9ded463858a', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '4d40773acb9e6d84d96699e35cdd8a85', 'type': 2}}]
Icesquatch;97;3;0;3;You probably won't ever see an Icesquatch coming, because it's hard to ever see them at all! Except for the glowing red gem located on his forehead, Icesquatch blends in perfectly with the shadows. This Toshimon hides away in the snowy forests where the thick foliage of the trees keep it perpetually dark. Icesquatch has spent his years of isolation perfecting the perfect hail attack, you don't want to get trapped beneath those blocks of ice! He also won't hesitate to give his enemies a good SMACK, leaving them with chills for days. The trick to finding Icesquatch is to set up a couple of cameras in the forest where he dwells. Icesquatch is secretly a huge cinephile, and can't resist stepping into the spotlight every once in a while.;283;6;12;140;50;120;50;115;100;[{'moveBase': {'fileID': 11400000, 'guid': 'e02b5d25e1c193543aced0d57a15d8c8', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'd01a7e6752dd5044aa959b9d05e7c6de', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '2957fe44d5cf8a04493efe84e54a4693', 'type': 2}}]
Cirivar;98;1;1;1;Cirviar spends their days rolling around in the brightly colored Clown Reefs. At first, many may mistake Cirviar for a simple bubble or a floating piece of coral as they are quite small, but they can be identified easily by their honking noise as they drift through the ocean currents. While Cirviar may seem like a fairly harmless Toshimon, you still don't want to get in the way of one of their Spritz attacks- they always take you by surprise! Having a Cirviar on your team is a sure way to cheer you up, as they love to perform for you!;86;3;0;60;105;90;40;75;95;[{'moveBase': {'fileID': 11400000, 'guid': 'e7f09877ebd7bb141bae50d70413556c', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '58262f336e9b2644e8dcc8993374dc1f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '9b16425f14cdc8b49b74ebf71a339d8a', 'type': 2}}]
Poissot;99;2;0;2;"Poissot is quite the trickster! These Toshimon reside within the coral hideouts of the Clown Reefs and love to play pranks on the other Toshimon who live there. Whether it be pulling an endless string of brightly colored scarves from behind their ear or spritzing them with a sea anemone, Poissot always gets a good laugh. However, Poissot's special attacks are certainly no laughing matter. A fun fact about Poissot is that if you look closely, their ""noseâ€ is actually a Cirviar! This is another one of Poissot's pranks, feel free to give it a good honk - but be warned that you might get a splash to the face!";163;3;0;85;130;120;50;85;75;[{'moveBase': {'fileID': 11400000, 'guid': '12c0a430c4e6eaf47b7d382c91251835', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '8c6f9487b67246c44a1a8b4b71d7fdea', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '58262f336e9b2644e8dcc8993374dc1f', 'type': 2}}]
Ray;100;1;1;1;Ray is a free-spirited Toshimon who loves to ride the ocean currents all day long. Ray is a true explorer of the deep and loves to go wherever the tide takes him. For this reason, it can be hard to track a Ray down as they don't have a singular place of residence, but if you journey out into the ocean far enough you may see them leaping out of the water from time to time. While Ray is a typically laid-back Toshimon, you don't want to get in the way of his Spritz attack which can send enemies flying. Secretly, Ray is also a great dancer, put on your favorite music and watch him flip and twirl to it.;87;3;0;55;55;65;75;75;100;[{'moveBase': {'fileID': 11400000, 'guid': 'e7f09877ebd7bb141bae50d70413556c', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '58262f336e9b2644e8dcc8993374dc1f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '9b16425f14cdc8b49b74ebf71a339d8a', 'type': 2}}]
Doomray;101;3;0;2;Think of Doomray as the moody, emo brother of Ray. Doomray resides deep in the ocean where there is barely any light. This Toshimon has developed especially keen senses to make up for this difficult environment including night vision and an incredible sense of smell and taste. Doomray uses reflective scales along his spine to lure in his prey, look for these reflective scales when searching for a Doomray yourself to be able to spot one. Doomray is capable of blasting enemies away with his Firehose maneuver. No enemy will want to find themselves on the receiving end of Doomray's spiked tail when he exacts his Revenge attack either!;284;3;12;60;75;75;100;100;140;[{'moveBase': {'fileID': 11400000, 'guid': '6d7543b0073e15c4497fd15d4a01d078', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '102251a9109c81d44b1dc5634fb56fb4', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '58262f336e9b2644e8dcc8993374dc1f', 'type': 2}}]
Pistach;102;1;1;1;Pistach is a colorful Toshimon who can be found deep within the dry and hot electric deserts attached to motherboard trees. The Pistach use the electrical currents from these robotic plants to charge up and communicate with the other Pistach located all over the world. Pistach is a very smart Toshimon who can hack into any device, anywhere, any time. But don't forget that these guys are plant-type as well! Pistach can also attack with their special Leaf Blower tactic, a combination of strong wind and razor-sharp leaf edges will leave any opponent crumbling. A fun fact about the Pistach is that while they connect their wires to the motherboard trees, they can close themselves up and hang there like they are ready to be picked!;88;5;11;70;95;35;85;30;100;[{'moveBase': {'fileID': 11400000, 'guid': '8106c6ae042c15446b79c2724645af3d', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'b117d8e10c7f1af49b07f4149d562d54', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '60dd6fb21209ef746954e8bee445e67e', 'type': 2}}]
Pistachodon;103;3;0;0;Pistachodon is a rambunctious Toshimon who loves to run free throughout the electric deserts. Pistachodon has developed a way to be less tied to the motherboard trees than Pistach, and has the ability to go wireless for a much longer time. In fact, unlike Pistach, these Toshimon are much harder to find as they prefer to stray into the database oasis and play VR games with their friends. The travel through the harsh desert climate is worth it however - these Toshimon don't play games when it comes to battles! Pistachodon can stop enemies in their tracks by using their DDOS attack, or connect with others through their networking harddrive to launch a special Symbiote maneuver against an enemy. Another fun fact about Pistachodon is that in your off time you can hook him up to your devices and use him as a speaker wherever you go.;285;5;11;100;135;40;135;40;130;[{'moveBase': {'fileID': 11400000, 'guid': 'cd488bb87364c50468a6b80e173a89c2', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '66ffd8d801fc8e647979fdc1b1bc008d', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '1a210953059c5a648aff429da0eec30e', 'type': 2}}]
Mudwhale;104;1;1;1;Mudwhale comes from the muddy depths of the swampy seas. This Toshimon may come from murky waters, but is an optimistic and fun-loving character. Mudwhale uses his strong flippers to create giant sinkholes that can easily trap his enemies. He also tends to use this technique on his buddies as a way to play pranks on them. These Toshimon can be hard to spot at first because of their unique camouflage, but you can typically find them playing together in groups. Prove yourself to be as much of a fun prankster as he is and you will easily befriend any Mudwhale you find.;89;9;0;50;50;95;80;85;50;[{'moveBase': {'fileID': 11400000, 'guid': 'c3b9b56bdfa33ec4d916dbd42fdf3dc6', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '26458c5671b1d4441b53a0336964fd58', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '74ef0b2d1708cc144b849edc7267d1fd', 'type': 2}}]
Mudorca;105;2;0;2;Mudorca is of a slightly larger variety than the Mudwhale, and can be found in the colder northern swampy seas. Due to the chilly climate, Mudorca has also developed more of his fluffy coat than Mudwhale has. Don't let his fluff deceive you however, while Mudorca is a playful fellow, he does have more of a dangerous side to him as well. Watch out for his tunneling attack, as he's developed it to be able to take his opponents by surprise and become a keen hunter of the deep. The easiest time to spot a Mudorca is when he surfaces for air- you can spot one by their iconic double blowholes.;164;9;0;60;80;110;100;100;65;[{'moveBase': {'fileID': 11400000, 'guid': '3eab7df3108470d4e9cc7c792a663c86', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '9f413179d338b6a429ad0576521c153d', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'ca13b3b0c6d1b8d4b90c32cae576b785', 'type': 2}}]
